year,season,sensor,Mean_T,Max_T,Min_T
2016,spring,Aqua_Day,41.73936409733398,53.95953989315876,31.88635705669485
2016,spring,Aqua_Night,21.88288135615503,29.767876960193046,10.075895117540723
2016,spring,Terra_Day,38.979629821532896,51.9222970877133,26.636245045666076
2016,spring,Terra_Night,23.28029742828716,32.74097363432711,2.990000000000009
2016,autumn,Aqua_Day,33.54843247852948,39.36401344132349,27.12161953727508
2016,autumn,Aqua_Night,19.590122971418698,26.908679993107047,10.114200377279428
2016,autumn,Terra_Day,31.23998521117014,36.54220747889027,26.300484232293677
2016,autumn,Terra_Night,20.82588349883606,28.131785283474105,11.907046355333478
2016,winter,Aqua_Day,25.484412019426,32.59494916422545,20.52325222444166
2016,winter,Aqua_Night,8.889286340351942,13.506764608781808,3.514580524344598
2016,winter,Terra_Day,22.341322632886616,29.022838187144608,15.107849758787076
2016,winter,Terra_Night,10.416503153775711,14.379762076423969,5.222696880923692
2017,spring,Aqua_Day,39.793599628751636,49.77470790970192,27.243200531208533
2017,spring,Aqua_Night,20.709682423477886,30.391375150784107,8.467098052731375
2017,spring,Terra_Day,36.65191382392498,45.779839738066535,18.680000000000017
2017,spring,Terra_Night,22.215067819749358,30.287294502843395,9.869731173530964
2017,summer,Aqua_Day,41.25761609130346,50.04049112528007,35.683723935895266
2017,summer,Aqua_Night,27.392614089620995,31.934363260382607,23.002110977080857
2017,summer,Terra_Day,38.51069788087959,51.923572290194755,26.0703687747717
2017,summer,Terra_Night,28.324369925786964,33.62295536791318,25.236706875753956
2017,autumn,Aqua_Day,35.431531942160255,42.79530415302433,24.110000000000014
2017,autumn,Aqua_Night,20.562311828194037,26.329455782312948,8.373165883628502
2017,autumn,Terra_Day,32.84607883765074,39.230272272962296,23.404625785564683
2017,autumn,Terra_Night,22.07086285494658,28.45758917801141,10.578745461879821
2017,winter,Aqua_Day,24.811461898770776,33.37655523005347,20.460327380952407
2017,winter,Aqua_Night,8.250023514137753,13.964623470618678,5.476103542234369
2017,winter,Terra_Day,21.558371630232905,25.731113217301452,16.940770291228706
2017,winter,Terra_Night,9.162375241762179,14.780552066115742,3.539634002361307
2018,spring,Aqua_Day,40.59378724000293,52.853870411855986,27.829176007270537
2018,spring,Aqua_Night,20.270189289700685,26.81302602102365,12.99229627385643
2018,spring,Terra_Day,37.30653470559425,51.148997070480846,25.45562282091921
2018,spring,Terra_Night,21.89502407138401,28.19369464070312,13.810006339144241
2018,summer,Aqua_Day,39.555156969090014,51.073360330863395,30.493543672014297
2018,summer,Aqua_Night,27.21303365185893,32.23222298810964,20.66582974323629
2018,summer,Terra_Day,36.845672652580085,46.947380665173235,26.430422068133897
2018,summer,Terra_Night,28.945176499487427,33.0498724797519,20.670000000000016
2018,autumn,Aqua_Day,32.93776725221362,40.54026021023612,23.378661037394487
2018,autumn,Aqua_Night,19.252437533909053,26.634099099099135,11.658309495088776
2018,autumn,Terra_Day,30.990661752037617,38.44063932448738,18.17734693877553
2018,autumn,Terra_Night,20.271867431470696,27.916462174737244,6.991015015015035
2018,winter,Aqua_Day,23.15369539016336,26.718064167267528,17.76102669404521
2018,winter,Aqua_Night,7.6094235248140105,10.744753564154815,4.003794419270237
2018,winter,Terra_Day,19.755389326403336,23.92719899062729,13.129237455551193
2018,winter,Terra_Night,8.123179890003183,12.00842105263161,5.736082654249153
2019,spring,Aqua_Day,39.65427186088975,51.79890229191801,24.986455696202576
2019,spring,Aqua_Night,20.563514931360242,29.07161295881445,7.509195046439647
2019,spring,Terra_Day,36.10981208194629,47.85041013269003,23.514614510323955
2019,spring,Terra_Night,21.67316436608198,30.720394623470657,7.3650000000000375
2019,summer,Aqua_Day,42.67588403216914,51.48042908840261,33.30857846285595
2019,summer,Aqua_Night,27.434057470380353,30.2212838187145,25.001198410946838
2019,summer,Terra_Day,38.71042515699762,49.723555057728824,24.87956055734194
2019,summer,Terra_Night,28.9922633196971,32.55575607657563,25.2750356294537
2019,autumn,Aqua_Day,33.327861742338335,38.43677580561783,26.990644227289202
2019,autumn,Aqua_Night,20.060131770014365,29.890603621730435,11.115106382978757
2019,autumn,Terra_Day,31.301292837930514,37.76848698948824,24.607035333472744
2019,autumn,Terra_Night,21.59368952280998,30.721418231949038,13.612915733241463
2019,winter,Aqua_Day,24.353177246884435,31.013201792176503,15.038684803327012
2019,winter,Aqua_Night,8.589413408856082,13.568514561433782,-0.9864393427863916
2019,winter,Terra_Day,21.600221490676457,27.194863001895612,14.953333333333356
2019,winter,Terra_Night,10.241842320427414,15.40497142857147,6.026870584180631
2020,spring,Aqua_Day,39.89584659910412,52.60533000172328,22.448450033990525
2020,spring,Aqua_Night,21.107776900772215,28.333870411855973,11.10459934516633
2020,spring,Terra_Day,36.27455446345314,48.2184059968982,21.041087699316666
2020,spring,Terra_Night,22.990027069614314,31.44193175943481,8.63640989063247
2020,summer,Aqua_Day,39.64661931031503,50.379639841461355,28.505791757049938
2020,summer,Aqua_Night,26.466328942606136,31.660039634671758,19.871038251366144
2020,summer,Terra_Day,36.827712226117825,46.669221092538386,27.18951749095299
2020,summer,Terra_Night,28.699450845383247,33.97955023263833,21.815248392752817
2020,autumn,Aqua_Day,33.76651466724455,41.4371480268827,19.682593571114083
2020,autumn,Aqua_Night,19.158711764580993,28.210503188006246,2.0845770065076294
2020,autumn,Terra_Day,31.496943284656727,39.276382905393795,13.203579175705014
2020,autumn,Terra_Night,20.459738828084454,29.584158194037606,9.335390279823313
2020,winter,Aqua_Day,25.28559342653521,33.74594003101849,19.523359477124206
