year,season,sensor,Mean_T,Max_T,Min_T
2016,spring,Aqua_Day,42.15110916540869,54.356503006012055,31.634967405475912
2016,spring,Aqua_Night,22.419532361122346,30.009699398797625,11.211058122205683
2016,spring,Terra_Day,39.31194061560775,52.00438376753511,26.965656338028193
2016,spring,Terra_Night,23.98221680704364,33.0067334669339,9.097619047619066
2016,autumn,Aqua_Day,33.58256464886971,39.39317635270544,27.1692062043796
2016,autumn,Aqua_Night,19.9353935384539,27.230876753507047,10.5746845915202
2016,autumn,Terra_Day,31.235717831010888,36.37765030060124,26.267840681362756
2016,autumn,Terra_Night,21.00837205322377,28.298667334669375,12.29166332665333
2016,winter,Aqua_Day,25.682844204757597,33.01404308617237,20.6557104700855
2016,winter,Aqua_Night,9.415349265344386,13.814642857142886,4.0835871743487235
2016,winter,Terra_Day,22.360744893215294,29.22164829659322,15.236622516556315
2016,winter,Terra_Night,10.612282381908715,14.685548086866625,5.458627254509054
2017,spring,Aqua_Day,40.28915018880982,50.414358717434894,27.25769550996138
2017,spring,Aqua_Night,21.408317892844803,30.71106212424853,8.985781563126283
2017,spring,Terra_Day,37.13359343747686,45.934188376753546,23.886548096192413
2017,spring,Terra_Night,22.704141656926343,30.691182364729496,9.74508016032067
2017,summer,Aqua_Day,41.358756412991816,50.287725450901824,35.76661322645293
2017,summer,Aqua_Night,27.632910088881,32.289609218436915,23.219153306613258
2017,summer,Terra_Day,38.428746901677776,51.86225951903812,25.946748496994008
2017,summer,Terra_Night,28.47041573476773,33.924448897795614,25.385893501805086
2017,autumn,Aqua_Day,35.62257086155131,43.21479959919842,24.110000000000014
2017,autumn,Aqua_Night,20.87573442201656,26.127570140280586,9.074105037513423
2017,autumn,Terra_Day,32.86015483367391,39.29562124248499,23.498601712189174
2017,autumn,Terra_Night,22.278703242995785,28.550756513026087,10.903658167129544
2017,winter,Aqua_Day,25.011642990591756,33.58565130260525,20.45239669421489
2017,winter,Aqua_Night,8.802935073841986,14.325070140280591,6.201735537190114
2017,winter,Terra_Day,21.580359890899672,25.807269539078195,17.068246492986
2017,winter,Terra_Night,9.554865857038568,14.688234986945213,5.286728778467931
2018,spring,Aqua_Day,40.95302263878875,53.37064629258519,28.128316326530634
2018,spring,Aqua_Night,20.637428756385443,27.154153306613257,13.063588435374168
2018,spring,Terra_Day,37.38690214748455,51.16617234468942,25.548937875751538
2018,spring,Terra_Night,22.181097219784277,28.41012525050104,14.215898423817887
2018,summer,Aqua_Day,40.02506998744152,50.98114729458922,30.43609916881631
2018,summer,Aqua_Night,27.445410247967267,32.43816132264532,20.824649298597226
2018,summer,Terra_Day,37.23531328294708,47.065681362725485,26.39011202830193
2018,summer,Terra_Night,29.527679906746595,33.251708416833694,20.670000000000016
2018,autumn,Aqua_Day,33.05963537793617,40.738937875751525,23.571332665330694
2018,autumn,Aqua_Night,19.624852886388528,26.98394077448751,12.224979959919867
2018,autumn,Terra_Day,31.020182509374067,38.69131763527057,18.326649214659707
2018,autumn,Terra_Night,20.467604482001494,28.080060120240503,7.169574984820907
2018,winter,Aqua_Day,23.21274327831546,26.8799750485168,18.005112781954928
2018,winter,Aqua_Night,7.596951381222597,11.161294704740808,1.170000000000016
2018,winter,Terra_Day,19.681156033565692,23.957388831437473,13.174352436253496
2018,winter,Terra_Night,8.170410343260452,12.131122026887313,5.8142705115002
2019,spring,Aqua_Day,39.79296539946192,51.700761523046125,24.950000000000045
2019,spring,Aqua_Night,20.80035337240514,29.37765030060124,6.730000000000018
2019,spring,Terra_Day,36.13766535714749,47.965596192384794,23.486379120879153
2019,spring,Terra_Night,21.99536193706537,30.789974949899836,7.372152023692041
2019,summer,Aqua_Day,42.654282798697565,51.62437374749503,34.23307692307696
2019,summer,Aqua_Night,27.7476611985514,30.631603206412844,25.53096097690472
2019,summer,Terra_Day,38.540583488043275,49.72674849699402,24.92308773630638
2019,summer,Terra_Night,29.190621476022116,32.62146914254508,25.937680360721473
2019,autumn,Aqua_Day,33.417462484643266,38.330681362725485,27.062960325534117
2019,autumn,Aqua_Night,20.10988369295213,27.76731963927859,12.630045090180396
2019,autumn,Terra_Day,31.0198069307999,37.82453907815634,24.65884457478008
2019,autumn,Terra_Night,21.538237421919003,30.848301603206437,13.810450901803637
2019,winter,Aqua_Day,24.73380632235278,31.262935871743526,14.533481963927887
2019,winter,Aqua_Night,9.005302079550704,13.990050100200433,-1.0377155343662945
2019,winter,Terra_Day,21.66634417521229,27.307094188376787,14.79000000000002
2019,winter,Terra_Night,10.46942282059523,15.59470491803282,6.249103206412856
2020,spring,Aqua_Day,39.92234450028296,52.75473446893789,21.535545023696717
2020,spring,Aqua_Night,21.495699964268752,28.6689579158317,11.621703406813664
2020,spring,Terra_Day,36.284921567930965,47.945911823647336,22.364854288093287
2020,spring,Terra_Night,23.191222951236973,31.59606713426856,9.416876971608874
2020,summer,Aqua_Day,39.59106325696467,50.08119739478962,27.509561181434634
2020,summer,Aqua_Night,26.62301562440487,31.860771543086205,19.970245022970925
2020,summer,Terra_Day,36.82993781681012,46.681668336673376,27.406548096192417
2020,summer,Terra_Night,28.953591849170742,34.15178857715434,21.794462809917395
2020,autumn,Aqua_Day,33.72015043716417,41.12512525050103,19.06601664066566
2020,autumn,Aqua_Night,19.56307965839411,28.500646292585202,4.088352941176506
2020,autumn,Terra_Day,31.472031883657333,39.45468937875754,13.221186691312404
2020,autumn,Terra_Night,20.61063722328772,29.691337675350738,9.069728506787369
2020,winter,Aqua_Day,25.69923329034966,33.80575651302608,19.862178583417286
2020,winter,Aqua_Night,10.108882567381814,16.23859174964444,5.057744305657645
2020,winter,Terra_Day,22.370970736873144,30.25133767535073,16.738522044088207
2020,winter,Terra_Night,11.59923125297065,17.505430861723475,5.680055110220462
2021,spring,Aqua_Day,37.97659396804748,50.408201402805645,26.964893617021307
2021,spring,Aqua_Night,18.296490030329338,29.014353707414863,7.410000000000025
2021,spring,Terra_Day,34.20411975672046,47.57605210420844,20.376953271028075
2021,spring,Terra_Night,20.587196221234134,30.436177354709447,10.47032362459549
2021,summer,Aqua_Day,40.03422708653006,50.51544088176356,31.30678958785253
2021,summer,Aqua_Night,27.358100473529152,32.15266032064131,23.111832963784195
2021,summer,Terra_Day,36.691391170000365,45.27091182364732,24.782317678503272
2021,summer,Terra_Night,28.491311405434047,34.40322645290585,23.75264028056115
2021,autumn,Aqua_Day,31.619237891639962,39.159393787575176,23.838308605341282
2021,autumn,Aqua_Night,18.084716137108977,25.434990808823557,10.853357664233608
2021,autumn,Terra_Day,29.117743391537804,35.91340681362728,22.345111111111155
2021,autumn,Terra_Night,19.240845496699077,26.78866733466937,11.678825456247107
2021,winter,Aqua_Day,23.703341770230615,27.49976452905815,19.708326653306642
2021,winter,Aqua_Night,9.621652537637841,12.844959919839713,4.33479166666669
2021,winter,Terra_Day,20.37803184689173,24.312760521042115,15.45710582235446
2021,winter,Terra_Night,10.09877546524568,13.975995496944384,3.183675564681754
2022,spring,Aqua_Day,40.11765190057858,50.72497494989983,28.956867944342374
2022,spring,Aqua_Night,22.734166559375808,29.554549098196425,13.005183900069428
2022,spring,Terra_Day,36.44107453398951,47.520095190380786,23.870000000000005
2022,spring,Terra_Night,24.524206423803165,31.836427855711445,14.067511961722523
2022,summer,Aqua_Day,44.56024114703755,52.549438877755534,36.873996941116516
